ServiceTag,product,new_appgroup,node,产品线,hostname,IP,OS,装机模版,机型,机房,包间,机柜编号,机位,机柜位置,ASW编号,所有产品,节点数量,节点配置,区域,service,serviceInstanceNo,runtimeResourceLimit,region
sn_98562,odps,,nuwa,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_46970,odps,,nuwa,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_06572,odps,,nuwa,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_18209,odps,,odps_xlibregress_test,,,,,,docker,,,,,,,,,,,odps_test_service,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_28307,odps,,odps_graphregress_test,,,,,,docker,,,,,,,,,,,odps_test_service,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_13275,odps,,odps_dbinit,,,,,,docker,,,,,,,,,,,odps_service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_67934,odps,,fuxi_master,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""ApsaraODPSFuxi""}",cn-beijing-bgm-d01
sn_73041,odps,,fuxi_master,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""ApsaraODPSFuxi""}",cn-beijing-bgm-d01
sn_70648,odps,,odps_ag,,,,,,docker,,,,,,,,,,,odps_service,1,"{""mem_limit"":""6G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_82401,odps,,tengine_server,,,,,,docker,,,,,,,,,,,odps_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_64532,odps,,tengine_server,,,,,,docker,,,,,,,,,,,odps_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_09614,odps,,tengine_server,,,,,,docker,,,,,,,,,,,odps_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_96327,rds,,kafka-broker-2,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_42153,rds,,zookeeper-server-2,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_31276,rds,,zookeeper-server-3,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_30918,rds,,zookeeper-server-1,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_90743,rds,,jstorm-nimbus,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_65170,rds,,jstorm-nimbus,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_92438,rds,,testing,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_65948,rds,,jstorm-supervisor,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_20175,rds,,jstorm-supervisor,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_09836,rds,,kafka-broker-1,,,,,,docker,,,,,,,,,,,brain,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_60984,ecs,,ecs_houyi_patches,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""1G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_87194,ecs,,ecs-openapi-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_57286,ecs,,ecs-openapi-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_81765,ecs,,ecs-yaochi-opsapi-init,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_96750,ecs,,ecs-opsapi-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_28760,ecs,,ecs-opsapi-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_32967,ecs,,ecs_change,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""6144M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_85294,ecs,,ecs_change,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""6144M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_82096,ecs,,ecs-yaochi-vpc-test,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_45381,ecs,,ecs-yaochi-db-init,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_49827,ecs,,ecs-location-init,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_62897,ecs,,ecs-yaochi-api-init,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_51964,ecs,,ecs-yaochi-classic-test,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_56324,ecs,,ecs_task,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_63012,ecs,,ecs_task,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_32968,ecs,,ecs_base_service,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_94760,ecs,,ecs_base_service,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_56094,ecs,,mqbus-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_29716,ecs,,mqbus-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_57624,ecs,,ecs-dts,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_18507,ecs,,ecs-dts,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_69287,ecs,,ecsdriver-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_81023,ecs,,ecsdriver-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_94701,ecs,,metric_collector,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_80645,ecs,,metric_collector,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_73509,ads,,prechecker,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""1G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_18024,ads,,nuwa,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_63475,ads,,nuwa,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_19042,ads,,nuwa,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_62170,ads,,pangu_master,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""32G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_63485,ads,,pangu_master,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""32G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_81360,ads,,pangu_master,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""32G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58049,ads,,ag,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_79314,ads,,fuxi_master,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_75614,ads,,fuxi_master,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_45936,ads,,package_manager,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_09173,ads,,package_manager,,,,,,docker,,,,,,,,,,,apsara_service,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_32816,rds,,db-installer,,,,,,docker,,,,,,,,,,,minirds,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_32610,rds,,post-configure,,,,,,docker,,,,,,,,,,,minirds,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_60729,rds,,aurora,,,,,,docker,,,,,,,,,,,minirds,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_47023,ots,,pangu_master,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_91270,ots,,pangu_master,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_54921,ots,,pangu_master,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_64398,ots,,ag,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_38740,ots,,fuxi_master,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_31274,ots,,fuxi_master,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_20583,ots,,prechecker,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_12036,ots,,package_manager,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_94763,ots,,package_manager,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_19347,ots,,nuwa,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_08529,ots,,nuwa,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_24719,ots,,nuwa,,,,,,docker,,,,,,,,,,,inner_apsara_hybrid,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_49021,webapp,,oss-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_57839,webapp,,oss-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_42317,webapp,,rds-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_56034,webapp,,rds-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_25618,webapp,,home-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_06739,webapp,,home-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_23674,webapp,,slb-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_39027,webapp,,slb-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_19205,webapp,,api-console-aliyun-com-test,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_01768,webapp,,private-cloud-console-test,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_32948,webapp,,vpc-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_02716,webapp,,vpc-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_38015,webapp,,kvstore-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_92157,webapp,,kvstore-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_21078,webapp,,vipdocs-aliyun-inc-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_29375,webapp,,vipdocs-aliyun-inc-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_48051,webapp,,api-console-aliyun-com-init,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_06548,webapp,,api-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_30246,webapp,,api-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_75642,webapp,,ecs-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58976,webapp,,ecs-console-aliyun-com,,,,,,docker,,,,,,,,,,,console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
